Date,Cases,Deaths,Hospitalizations,Age_0_17,Age_18_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_plus
2020-03-01,0,0,2.0,0,0,0,0,0,0,0,0
2020-03-02,0,0,1.0,0,0,0,0,0,0,0,0
2020-03-03,0,0,3.0,0,0,0,0,0,0,0,0
2020-03-04,1,0,2.0,0,0,0,0,1,0,0,0
2020-03-05,1,0,6.0,0,0,0,0,1,0,0,0
2020-03-06,3,0,2.0,0,0,0,2,0,1,0,0
2020-03-07,3,0,3.0,0,0,0,0,1,0,2,0
2020-03-08,3,0,7.0,0,0,1,1,0,0,1,0
2020-03-09,5,0,3.0,3,0,0,0,0,0,1,1
2020-03-10,11,0,4.0,1,2,3,2,0,0,2,1
2020-03-11,13,0,7.0,0,4,1,3,3,2,0,0
2020-03-12,21,0,7.0,0,6,5,2,4,3,1,0
2020-03-13,32,0,8.0,0,4,13,5,5,5,0,0
2020-03-14,31,0,9.0,0,9,2,7,6,3,3,1
2020-03-15,40,0,20.0,0,3,8,9,8,5,4,3
2020-03-16,77,1,14.0,1,13,21,18,12,7,4,1
2020-03-17,96,1,22.0,0,15,21,18,17,19,2,4
2020-03-18,162,1,39.0,2,31,32,40,23,18,11,5
2020-03-19,185,2,35.0,5,34,47,36,25,18,18,2
2020-03-20,155,0,52.0,2,23,22,32,30,27,15,4
2020-03-21,125,2,61.0,0,18,25,20,28,16,13,5
2020-03-22,168,2,68.0,6,23,27,31,37,24,14,6
2020-03-23,289,3,101.0,4,46,55,52,56,30,35,11
2020-03-24,350,2,118.0,1,59,67,58,56,61,34,14
2020-03-25,367,5,122.0,2,51,71,72,82,33,36,20
2020-03-26,413,2,130.0,2,65,74,78,96,53,36,9
2020-03-27,404,8,155.0,4,43,61,86,103,49,36,22
2020-03-28,248,4,129.0,2,27,54,36,44,38,28,19
2020-03-29,283,20,128.0,4,30,48,54,50,50,30,17
2020-03-30,439,12,158.0,6,54,78,81,82,59,43,36
2020-03-31,489,16,160.0,5,57,104,97,91,69,39,27
2020-04-01,461,24,180.0,3,57,68,87,85,91,41,29
2020-04-02,436,15,170.0,2,58,69,85,91,58,40,33
2020-04-03,464,24,160.0,2,71,63,77,94,78,49,30
2020-04-04,326,22,158.0,2,34,38,61,70,63,33,25
2020-04-05,292,26,146.0,3,31,50,49,73,42,20,24
2020-04-06,583,22,198.0,5,77,97,103,110,94,56,41
2020-04-07,556,25,194.0,2,83,106,94,84,80,55,52
2020-04-08,704,36,173.0,11,86,100,107,154,129,69,48
2020-04-09,574,25,151.0,9,83,101,103,129,74,40,35
2020-04-10,570,32,154.0,22,79,101,99,107,85,42,35
2020-04-11,397,33,140.0,7,53,71,65,83,54,38,26
2020-04-12,341,33,136.0,28,32,56,54,60,46,34,31
2020-04-13,694,32,152.0,10,99,115,127,160,91,53,39
2020-04-14,666,33,166.0,16,102,121,122,126,78,51,50
2020-04-15,630,31,148.0,21,91,107,111,124,86,46,44
2020-04-16,677,31,151.0,8,118,113,119,121,94,63,41
2020-04-17,774,43,148.0,16,128,126,142,144,118,49,51
2020-04-18,534,39,160.0,13,89,101,95,90,81,44,21
2020-04-19,459,35,156.0,7,66,60,66,75,75,50,60
2020-04-20,990,40,178.0,24,158,181,213,193,122,58,41
2020-04-21,873,36,171.0,20,147,164,160,153,109,56,64
2020-04-22,1053,45,147.0,33,168,168,168,206,150,65,95
2020-04-23,1466,36,167.0,32,192,206,223,239,246,161,167
2020-04-24,1074,54,162.0,30,177,172,186,188,158,74,89
2020-04-25,638,38,115.0,32,122,120,135,107,67,31,24
2020-04-26,434,51,128.0,12,83,55,96,67,57,32,32
2020-04-27,1157,35,168.0,42,234,201,231,207,125,53,64
2020-04-28,1321,56,175.0,68,247,231,252,247,155,69,52
2020-04-29,1151,44,158.0,54,208,230,219,201,118,62,59
2020-04-30,1274,40,166.0,57,230,221,230,189,150,95,102
2020-05-01,1173,39,139.0,59,224,221,204,195,134,68,68
2020-05-02,719,49,166.0,25,142,126,154,143,74,40,15
2020-05-03,464,45,134.0,10,95,78,76,81,66,31,27
2020-05-04,1121,48,127.0,57,217,224,244,177,109,53,40
2020-05-05,1091,58,155.0,53,206,206,217,207,125,50,27
2020-05-06,968,44,132.0,55,187,159,213,170,93,53,38
2020-05-07,939,49,140.0,58,178,195,172,147,116,40,33
2020-05-08,921,43,98.0,52,168,191,196,154,82,44,34
2020-05-09,520,53,100.0,33,104,100,98,90,54,28,13
2020-05-10,306,38,98.0,17,59,52,64,42,41,14,17
2020-05-11,1017,38,129.0,62,206,197,192,142,118,69,31
2020-05-12,940,46,123.0,64,176,177,181,163,92,49,38
2020-05-13,877,45,125.0,56,189,165,164,135,96,40,32
2020-05-14,778,45,131.0,49,167,150,133,110,95,43,31
2020-05-15,968,49,109.0,80,186,200,165,136,101,64,36
2020-05-16,514,28,102.0,35,106,87,93,77,59,35,22
2020-05-17,326,41,97.0,17,53,58,37,65,44,22,30
2020-05-18,943,33,112.0,67,235,151,190,148,83,46,23
2020-05-19,888,27,97.0,78,211,170,148,129,85,39,28
2020-05-20,771,29,93.0,58,210,132,138,107,72,36,18
2020-05-21,798,34,107.0,75,174,137,119,122,78,50,43
2020-05-22,724,36,91.0,64,154,135,125,112,74,35,25
2020-05-23,328,30,91.0,31,63,58,54,54,35,19,14
2020-05-24,278,27,92.0,16,55,42,47,33,47,22,16
2020-05-25,252,23,78.0,7,34,35,41,43,49,26,17
2020-05-26,749,23,77.0,61,158,127,137,128,76,40,22
2020-05-27,614,26,65.0,70,124,101,116,83,66,32,22
2020-05-28,521,22,70.0,41,110,90,98,69,60,27,26
2020-05-29,458,20,50.0,33,113,70,85,75,42,18,22
2020-05-30,237,21,55.0,22,54,41,42,41,23,9,5
2020-05-31,121,22,40.0,16,28,20,22,12,13,5,5
2020-06-01,233,20,63.0,21,50,35,32,35,17,17,26
2020-06-02,247,25,48.0,14,35,45,44,31,34,18,26
2020-06-03,280,21,50.0,23,61,47,41,44,32,18,14
2020-06-04,319,15,30.0,27,91,63,54,40,26,10,8
2020-06-05,337,17,41.0,33,75,70,50,51,30,18,10
2020-06-06,170,20,38.0,18,33,22,36,28,20,9,4
2020-06-07,110,20,31.0,3,29,30,16,13,8,7,4
2020-06-08,273,15,42.0,21,63,48,49,40,24,15,13
2020-06-09,254,23,36.0,19,50,33,46,44,38,14,10
2020-06-10,232,12,29.0,10,57,45,31,36,26,18,9
2020-06-11,201,10,28.0,19,62,27,28,33,19,9,4
2020-06-12,248,21,24.0,32,61,42,46,27,21,8,11
2020-06-13,120,18,23.0,13,25,19,14,22,14,7,6
2020-06-14,92,12,28.0,6,22,18,20,14,6,2,4
2020-06-15,235,20,31.0,36,57,42,34,30,25,9,2
2020-06-16,210,11,24.0,18,58,37,32,32,21,3,9
2020-06-17,219,21,28.0,18,57,33,32,30,23,13,13
2020-06-18,184,14,29.0,24,43,34,30,29,9,5,10
2020-06-19,219,15,37.0,28,68,38,29,24,16,9,7
2020-06-20,125,10,20.0,18,32,18,21,19,5,9,3
2020-06-21,48,11,16.0,4,16,11,3,7,2,4,1
2020-06-22,218,9,31.0,23,60,34,38,26,19,15,3
2020-06-23,234,9,26.0,12,72,43,37,27,17,16,10
2020-06-24,245,9,26.0,22,77,56,28,34,11,9,8
2020-06-25,249,11,22.0,22,70,65,36,21,20,11,4
2020-06-26,219,13,29.0,18,60,49,29,26,17,11,9
2020-06-27,130,5,13.0,11,41,21,23,14,10,7,3
2020-06-28,110,5,27.0,8,36,22,20,10,9,3,2
2020-06-29,279,7,31.0,22,89,55,36,40,17,9,11
2020-06-30,264,3,26.0,25,91,59,39,24,15,5,6
2020-07-01,266,13,22.0,17,98,51,32,27,25,6,10
2020-07-02,256,6,25.0,25,80,44,39,28,22,10,8
2020-07-03,174,5,28.0,14,52,36,25,18,16,9,4
2020-07-04,63,5,14.0,8,16,10,13,6,7,2,1
2020-07-05,90,3,16.0,7,29,19,14,11,8,2,0
2020-07-06,282,5,29.0,23,79,66,41,35,21,11,6
2020-07-07,341,4,25.0,35,107,69,55,44,19,8,4
2020-07-08,306,4,28.0,37,99,67,37,33,20,11,2
2020-07-09,288,8,29.0,27,93,58,41,34,23,7,5
2020-07-10,344,6,28.0,35,120,73,51,24,18,18,5
2020-07-11,154,2,19.0,8,68,23,22,13,12,8,0
2020-07-12,97,4,15.0,7,33,15,19,11,3,7,2
2020-07-13,337,4,29.0,36,99,69,45,35,31,7,15
2020-07-14,324,3,22.0,46,83,69,48,38,23,15,2
2020-07-15,268,7,24.0,30,84,51,33,34,18,12,6
2020-07-16,298,2,28.0,27,88,67,44,31,22,10,9
2020-07-17,324,3,26.0,35,101,66,48,35,21,13,5
2020-07-18,132,4,14.0,13,37,25,21,19,9,5,3
2020-07-19,100,2,22.0,14,27,23,9,14,6,6,1
2020-07-20,394,5,24.0,53,95,90,55,47,36,14,4
2020-07-21,289,1,31.0,24,82,57,55,31,23,8,9
2020-07-22,364,4,33.0,39,122,82,56,28,22,13,2
2020-07-23,318,3,29.0,33,100,68,43,36,17,12,9
2020-07-24,346,3,25.0,38,102,77,47,39,21,11,11
2020-07-25,155,8,22.0,29,33,33,25,16,7,9,3
2020-07-26,96,6,18.0,7,24,25,10,16,8,4,2
2020-07-27,362,1,19.0,51,102,66,50,40,30,14,9
2020-07-28,332,3,18.0,36,87,75,66,33,19,9,7
2020-07-29,446,3,19.0,56,131,94,68,51,28,12,6
2020-07-30,339,3,17.0,49,78,79,48,49,25,7,4
2020-07-31,392,2,23.0,46,112,82,64,42,31,8,7
2020-08-01,141,5,22.0,7,45,27,17,25,11,6,3
2020-08-02,95,3,21.0,11,21,29,10,6,11,6,1
2020-08-03,428,3,28.0,52,128,88,68,47,24,14,7
2020-08-04,369,2,32.0,50,105,69,53,39,33,16,4
2020-08-05,378,4,20.0,44,114,83,54,33,32,14,4
2020-08-06,349,4,20.0,38,113,73,52,31,22,11,9
2020-08-07,417,2,24.0,65,108,83,54,48,35,14,10
2020-08-08,177,3,16.0,22,56,27,32,18,14,3,5
2020-08-09,115,2,17.0,16,41,21,12,6,9,6,4
2020-08-10,376,1,28.0,41,107,68,63,49,24,19,5
2020-08-11,386,4,22.0,48,103,74,66,48,37,7,3
2020-08-12,432,2,28.0,51,116,93,73,53,29,10,7
2020-08-13,390,4,24.0,39,118,78,72,40,24,11,8
2020-08-14,347,3,26.0,54,86,64,59,40,26,10,8
2020-08-15,221,5,21.0,18,65,41,30,34,20,11,2
2020-08-16,120,3,18.0,10,40,28,9,15,10,6,1
2020-08-17,489,3,26.0,68,141,83,72,63,29,23,10
2020-08-18,411,1,25.0,50,130,79,59,46,22,21,4
2020-08-19,485,5,22.0,58,150,90,57,71,39,13,7
2020-08-20,422,3,23.0,48,120,85,64,58,33,10,4
2020-08-21,430,5,19.0,60,139,88,46,54,29,11,3
2020-08-22,191,2,17.0,18,59,32,28,26,16,10,2
2020-08-23,130,1,25.0,10,43,17,23,15,12,8,2
2020-08-24,554,3,24.0,91,134,111,96,66,31,18,7
2020-08-25,412,4,26.0,52,121,75,68,50,27,9,9
2020-08-26,388,3,33.0,48,126,82,44,44,23,12,9
2020-08-27,382,2,24.0,40,131,75,59,32,24,13,8
2020-08-28,383,4,26.0,66,109,62,50,47,29,15,5
2020-08-29,233,4,24.0,24,72,37,41,25,22,12,0
2020-08-30,100,5,22.0,12,24,16,18,14,8,4,4
2020-08-31,413,2,29.0,58,121,72,60,49,29,15,9
2020-09-01,330,3,17.0,34,97,70,38,45,32,8,6
2020-09-02,405,3,18.0,42,127,81,67,45,25,12,6
2020-09-03,341,3,25.0,36,103,60,51,49,23,13,6
2020-09-04,395,2,21.0,61,102,82,53,38,33,16,10
2020-09-05,203,3,21.0,23,61,40,34,21,17,6,1
2020-09-06,143,2,11.0,16,44,30,17,18,10,3,5
2020-09-07,72,1,17.0,4,19,17,5,10,11,3,3
2020-09-08,369,1,21.0,36,120,80,55,40,23,10,5
2020-09-09,400,5,20.0,41,132,74,54,46,37,11,5
2020-09-10,329,2,19.0,23,121,69,44,36,27,5,4
2020-09-11,342,5,18.0,51,93,83,40,37,21,14,3
2020-09-12,136,0,11.0,11,31,34,25,18,11,5,1
2020-09-13,123,3,26.0,12,37,30,19,13,9,3,0
2020-09-14,430,3,19.0,62,108,91,66,59,27,9,8
2020-09-15,352,1,21.0,54,100,67,47,42,26,13,3
2020-09-16,365,4,32.0,47,120,78,48,34,25,10,3
2020-09-17,391,0,25.0,38,122,88,53,40,30,11,9
2020-09-18,356,4,19.0,41,101,74,44,45,34,8,9
2020-09-19,170,2,18.0,11,49,41,23,24,16,2,4
2020-09-20,108,6,17.0,14,31,28,13,9,5,7,1
2020-09-21,420,2,24.0,51,123,85,56,46,34,18,7
2020-09-22,350,3,26.0,43,108,70,52,35,20,12,10
2020-09-23,391,6,25.0,49,118,89,59,38,27,6,5
2020-09-24,406,5,21.0,51,121,87,61,44,27,9,6
2020-09-25,379,3,34.0,44,101,78,66,46,26,12,6
2020-09-26,233,4,20.0,26,66,50,32,40,11,7,1
2020-09-27,167,1,29.0,15,52,32,24,21,11,9,3
2020-09-28,419,2,29.0,56,101,76,69,53,39,14,11
2020-09-29,381,6,25.0,47,105,72,65,45,26,17,4
2020-09-30,462,2,22.0,47,140,95,53,65,35,17,10
2020-10-01,364,4,25.0,50,123,69,41,49,15,15,2
2020-10-02,415,4,25.0,46,107,98,60,40,23,30,11
2020-10-03,227,3,30.0,26,57,46,35,28,20,9,6
2020-10-04,152,5,22.0,19,34,26,20,25,13,12,3
2020-10-05,553,3,20.0,54,157,116,96,66,38,22,4
2020-10-06,558,2,28.0,61,176,105,93,70,32,16,5
2020-10-07,548,1,23.0,59,163,117,85,63,34,18,9
2020-10-08,612,3,26.0,82,181,116,68,83,55,19,8
2020-10-09,668,4,29.0,67,172,168,100,69,52,27,13
2020-10-10,442,5,30.0,40,115,107,67,59,35,9,10
2020-10-11,300,4,30.0,22,93,59,43,37,30,9,7
2020-10-12,681,4,37.0,69,180,119,122,91,59,31,10
2020-10-13,876,5,29.0,89,249,195,134,108,58,24,19
2020-10-14,850,3,26.0,75,246,215,135,89,63,19,8
2020-10-15,907,2,34.0,86,266,213,112,115,72,28,15
2020-10-16,953,3,37.0,113,243,182,158,134,73,35,15
2020-10-17,547,5,44.0,70,139,115,95,58,45,15,10
2020-10-18,347,1,46.0,30,84,90,58,43,21,16,5
2020-10-19,1165,3,49.0,151,274,250,162,169,96,43,20
2020-10-20,1196,5,51.0,159,309,230,199,141,88,48,22
2020-10-21,1180,6,58.0,116,380,246,176,130,84,32,16
2020-10-22,1307,4,63.0,146,331,308,214,137,92,53,26
2020-10-23,1016,4,61.0,126,251,188,173,134,90,37,16
2020-10-24,883,5,60.0,109,224,196,140,105,59,37,13
2020-10-25,525,10,43.0,66,139,124,63,66,39,18,10
2020-10-26,1539,8,76.0,192,403,303,257,180,117,66,21
2020-10-27,1627,4,83.0,202,452,342,251,179,117,53,31
2020-10-28,1736,9,87.0,213,461,402,288,192,109,50,21
2020-10-29,1887,4,87.0,216,543,405,300,194,131,60,38
2020-10-30,1871,4,82.0,233,474,384,289,240,151,65,35
2020-10-31,1066,10,82.0,136,272,222,169,130,86,39,12
2020-11-01,733,6,73.0,77,184,151,114,96,53,36,22
2020-11-02,2323,15,104.0,271,555,507,372,311,186,75,46
2020-11-03,2140,13,107.0,262,554,448,350,265,153,65,43
2020-11-04,2512,8,96.0,302,707,563,365,289,173,84,29
2020-11-05,2637,6,110.0,289,763,579,388,312,186,70,50
2020-11-06,2789,10,121.0,342,799,572,410,336,217,71,42
2020-11-07,1568,14,113.0,181,392,337,265,187,113,54,39
2020-11-08,1105,11,109.0,123,269,236,177,142,87,44,27
2020-11-09,3227,14,137.0,386,830,617,529,430,252,118,65
2020-11-10,3352,14,139.0,397,815,690,546,436,287,126,55
2020-11-11,2489,9,128.0,267,682,514,360,321,212,79,54
2020-11-12,2927,18,112.0,329,741,571,495,383,255,114,39
2020-11-13,2691,19,118.0,333,649,537,402,344,244,122,60
2020-11-14,1400,16,104.0,168,320,277,239,173,126,76,21
2020-11-15,833,13,122.0,85,191,160,139,110,84,35,28
2020-11-16,2556,26,151.0,316,599,485,457,339,203,96,61
2020-11-17,2462,21,142.0,266,586,490,390,344,227,104,55
2020-11-18,2326,17,117.0,290,567,452,387,295,196,98,41
2020-11-19,2167,17,116.0,250,524,458,358,278,187,83,29
2020-11-20,2300,32,125.0,328,528,432,371,267,192,109,73
2020-11-21,1264,18,96.0,160,294,248,194,161,116,60,31
2020-11-22,780,15,98.0,62,200,159,141,88,76,34,20
2020-11-23,2374,19,127.0,274,542,492,360,351,201,99,55
2020-11-24,1923,17,121.0,239,443,366,324,251,161,84,54
2020-11-25,1833,18,108.0,260,430,354,257,237,165,85,45
2020-11-26,265,23,102.0,22,48,36,39,34,35,31,19
2020-11-27,1255,23,133.0,131,257,221,206,179,138,76,47
2020-11-28,1373,17,115.0,158,326,257,218,200,129,55,30
2020-11-29,898,18,91.0,105,215,191,130,115,78,41,23
2020-11-30,2389,23,121.0,282,556,500,371,319,199,98,64
2020-12-01,2187,36,128.0,270,511,425,342,271,201,108,59
2020-12-02,2049,36,106.0,214,514,409,304,299,182,77,50
2020-12-03,2070,30,116.0,235,520,406,317,308,157,80,47
2020-12-04,1856,32,104.0,240,409,341,306,272,158,85,45
2020-12-05,1203,13,84.0,165,270,216,170,185,118,51,28
2020-12-06,708,28,90.0,72,160,128,111,99,72,48,18
2020-12-07,2065,35,104.0,274,472,398,328,284,170,92,47
2020-12-08,2053,35,83.0,272,456,394,319,301,165,96,50
2020-12-09,1757,28,110.0,194,433,333,292,220,178,75,32
2020-12-10,1703,19,113.0,227,364,328,281,230,161,64,48
2020-12-11,1670,28,108.0,235,380,311,266,225,136,79,38
2020-12-12,915,21,79.0,110,215,178,135,124,90,45,18
2020-12-13,609,23,67.0,53,129,128,93,84,59,37,26
2020-12-14,1460,21,103.0,159,330,298,213,201,129,81,49
2020-12-15,1613,22,84.0,214,361,270,259,242,156,67,44
2020-12-16,1384,25,81.0,175,323,252,219,204,109,55,47
2020-12-17,1348,24,88.0,169,327,255,197,183,123,50,43
2020-12-18,1300,19,80.0,167,289,251,205,169,120,59,40
2020-12-19,853,24,79.0,96,171,162,160,119,76,40,29
2020-12-20,581,30,68.0,62,139,116,94,70,48,31,21
2020-12-21,1463,26,94.0,172,299,270,272,192,115,84,59
2020-12-22,1338,17,80.0,178,301,250,195,163,151,64,36
2020-12-23,1223,21,90.0,140,289,222,193,166,119,62,32
2020-12-24,619,21,48.0,69,128,128,83,84,66,32,29
2020-12-25,160,21,67.0,8,33,24,20,16,21,17,21
2020-12-26,955,19,78.0,94,234,179,155,140,89,41,23
2020-12-27,612,24,90.0,49,139,114,84,94,69,37,26
2020-12-28,1665,18,79.0,202,367,360,217,243,170,66,40
2020-12-29,1713,21,65.0,218,390,355,259,222,150,72,47
2020-12-30,1444,24,60.0,191,369,274,198,200,138,52,22
2020-12-31,970,22,69.0,89,250,199,141,119,79,56,37
2021-01-01,266,20,73.0,28,60,49,37,34,19,21,18
2021-01-02,1114,21,65.0,126,277,209,191,146,87,51,27
2021-01-03,659,20,66.0,74,183,132,82,77,62,31,18
2021-01-04,1878,10,87.0,230,475,388,304,226,137,71,47
2021-01-05,1603,16,87.0,170,470,299,242,184,135,65,37
2021-01-06,1454,13,62.0,190,415,296,205,154,107,63,24
2021-01-07,1381,17,90.0,166,367,277,187,157,147,50,30
2021-01-08,1204,18,51.0,159,327,215,167,152,109,48,27
2021-01-09,781,17,56.0,97,217,142,101,106,70,34,13
2021-01-10,495,18,62.0,62,121,93,77,64,40,23,15
2021-01-11,1355,16,87.0,187,334,267,211,172,104,48,32
2021-01-12,1089,12,55.0,139,288,191,150,132,105,50,34
2021-01-13,1109,18,62.0,147,274,223,146,143,95,48,33
2021-01-14,1053,15,60.0,135,221,232,175,127,93,46,24
2021-01-15,1022,12,54.0,126,264,194,174,115,79,48,22
2021-01-16,624,15,63.0,84,141,104,111,82,63,28,10
2021-01-17,392,15,52.0,40,74,74,61,68,31,26,18
2021-01-18,715,14,66.0,85,143,163,107,80,82,33,22
2021-01-19,1083,19,69.0,141,264,205,168,124,91,58,32
2021-01-20,788,12,58.0,107,212,155,117,91,59,31,16
2021-01-21,818,10,61.0,97,192,160,121,118,76,36,18
2021-01-22,736,12,48.0,102,172,144,116,97,61,30,14
2021-01-23,588,9,55.0,71,120,135,86,80,53,30,13
2021-01-24,338,16,47.0,34,81,71,46,43,30,23,10
2021-01-25,856,11,65.0,102,198,171,130,106,97,32,20
2021-01-26,644,12,53.0,77,156,122,114,88,46,29,12
2021-01-27,657,14,47.0,75,146,131,102,92,61,33,17
2021-01-28,607,10,46.0,82,143,107,95,80,54,29,17
2021-01-29,592,16,44.0,90,143,100,95,72,57,25,10
2021-01-30,419,12,34.0,76,84,78,52,54,44,20,11
2021-01-31,171,17,38.0,13,37,32,33,23,18,9,6
2021-02-01,608,9,39.0,79,150,114,95,88,44,22,16
2021-02-02,647,6,47.0,68,159,124,103,84,64,26,19
2021-02-03,571,7,38.0,83,143,100,75,63,65,26,16
2021-02-04,538,9,52.0,68,138,122,68,64,45,21,12
2021-02-05,403,8,48.0,49,101,73,52,54,36,22,16
2021-02-06,263,13,29.0,29,53,57,37,43,26,11,7
2021-02-07,212,8,40.0,23,48,46,30,31,14,13,7
2021-02-08,385,13,48.0,47,74,67,60,54,44,18,21
2021-02-09,412,8,33.0,49,111,75,60,51,39,13,14
2021-02-10,366,11,49.0,51,101,69,42,44,28,18,13
2021-02-11,437,10,39.0,64,101,82,58,61,44,19,8
2021-02-12,357,13,31.0,42,105,68,48,26,40,20,8
2021-02-13,222,8,22.0,23,61,41,36,29,20,7,5
2021-02-14,143,9,23.0,22,38,29,19,17,4,12,2
2021-02-15,258,7,21.0,35,63,59,35,29,21,13,3
2021-02-16,213,5,33.0,24,65,30,43,22,17,8,4
2021-02-17,384,8,31.0,35,119,70,70,47,23,10,10
2021-02-18,315,6,33.0,36,98,52,50,42,25,10,2
2021-02-19,318,8,32.0,46,83,63,41,42,13,16,14
2021-02-20,213,9,18.0,35,57,30,29,33,13,8,8
2021-02-21,158,9,25.0,16,42,31,27,23,10,5,4
2021-02-22,386,8,29.0,51,90,84,56,54,32,11,8
2021-02-23,311,12,16.0,31,88,63,37,48,25,12,7
2021-02-24,337,4,36.0,38,79,65,53,48,29,12,13
2021-02-25,282,8,20.0,33,69,60,53,19,26,17,5
2021-02-26,357,6,22.0,66,98,58,58,29,32,10,6
2021-02-27,177,7,18.0,31,39,32,21,24,14,9,7
2021-02-28,149,4,17.0,16,34,34,22,17,19,5,2
2021-03-01,312,2,26.0,47,81,53,45,32,34,9,11
2021-03-02,329,7,30.0,46,104,62,44,31,25,11,6
